Primary_Key,Port_Code,Date,Measure_Code,Value
1004333,2402,2017-05-01,15,1112164
1004334,2608,2017-05-01,13,205515
1004335,2604,2017-05-01,18,228
1004336,2507,2017-05-01,21,33909
1004337,2606,2017-05-01,21,47
1004338,2604,2017-05-01,22,38906
1004339,2403,2017-05-01,20,390
1004340,2606,2017-05-01,15,2243
1004341,2310,2017-05-01,13,20245
1004342,2602,2017-05-01,13,2945
1004343,2402,2017-05-01,16,4601
1004344,2307,2017-05-01,13,4261
1004345,2507,2017-05-01,17,13
1004346,2604,2017-05-01,14,649181
1004347,2301,2017-05-01,14,866527
1004348,2304,2017-05-01,19,353
1004349,2303,2017-05-01,14,473054
1004350,2402,2017-05-01,18,595
1004351,2604,2017-05-01,11,16369
1004352,2604,2017-05-01,16,2722
1004353,2608,2017-05-01,22,2794
1004354,2301,2017-05-01,12,559
1004355,2608,2017-05-01,11,13
1004356,2604,2017-05-01,17,2800
1004357,2602,2017-05-01,22,14
1004358,2601,2017-05-01,22,2799
1004359,2304,2017-05-01,17,20431
1004360,2408,2017-05-01,12,17
1004361,2601,2017-05-01,15,150242
1004362,2506,2017-05-01,13,292651
1004363,2309,2017-05-01,13,62203
1004364,2604,2017-05-01,12,865
1004365,2606,2017-05-01,14,4259
1004366,2506,2017-05-01,16,221
1004367,2303,2017-05-01,17,15205
1004368,2404,2017-05-01,13,3223
1004369,2403,2017-05-01,21,299
1004370,2303,2017-05-01,16,14991
1004371,2406,2017-05-01,12,111
1004372,2305,2017-05-01,20,27121
1004373,2403,2017-05-01,13,3667
1004374,2502,2017-05-01,13,50818
1004375,2304,2017-05-01,11,56528
1004376,2408,2017-05-01,20,7877
1004377,2301,2017-05-01,17,1153
1004378,2504,2017-05-01,13,692159
1004379,2406,2017-05-01,15,35571
1004380,2402,2017-05-01,21,46906
1004381,2408,2017-05-01,15,49170
1004382,2606,2017-05-01,20,20
1004383,2603,2017-05-01,14,44171
1004384,2403,2017-05-01,15,59993
1004385,2404,2017-05-01,20,4
1004386,2301,2017-05-01,11,3287
1004387,2604,2017-05-01,15,339562
1004388,2505,2017-05-01,13,68977
1004389,2302,2017-05-01,13,14738
1004390,2304,2017-05-01,21,129929
1004391,2604,2017-05-01,20,10177
1004392,2504,2017-05-01,11,5219
1004393,2604,2017-05-01,21,68378
1004394,2302,2017-05-01,21,9997
1004395,2310,2017-05-01,14,129380
1004396,2402,2017-05-01,20,33915
1004397,2601,2017-05-01,13,54931
1004398,2601,2017-05-01,12,199
1004399,2406,2017-05-01,14,63164
1004400,2305,2017-05-01,12,1775
1004401,2601,2017-05-01,11,1894
1004402,2503,2017-05-01,15,387673
1004403,2304,2017-05-01,15,425965
1004404,2406,2017-05-01,21,439
1004405,2310,2017-05-01,11,476
1004406,2506,2017-05-01,14,1158713
1004407,2406,2017-05-01,13,22806
1004408,2603,2017-05-01,21,293
1004409,2603,2017-05-01,15,26560
1004410,2506,2017-05-01,22,81147
1004411,2602,2017-05-01,15,36446
1004412,2507,2017-05-01,13,20553
1004413,2301,2017-05-01,20,14164
1004414,2301,2017-05-01,15,430500
1004415,2404,2017-05-01,15,27741
1004416,2302,2017-05-01,20,2224
1004417,2307,2017-05-01,20,1051
1004418,2506,2017-05-01,12,2830
1004419,2506,2017-05-01,19,26
1004420,2307,2017-05-01,22,3512
1004421,2601,2017-05-01,14,272764
1004422,2408,2017-05-01,11,188
1004423,2502,2017-05-01,15,51128
1004424,2402,2017-05-01,12,1109
1004425,2310,2017-05-01,21,522
1004426,2507,2017-05-01,15,322320
1004427,2305,2017-05-01,21,42521
1004428,2502,2017-05-01,14,103385
1004429,2303,2017-05-01,19,293
1004430,2301,2017-04-01,13,238506
1004431,2303,2017-04-01,21,18201
1004432,2403,2017-04-01,15,58432
1004433,2505,2017-04-01,22,4573
1004434,2301,2017-04-01,16,6744
1004435,2406,2017-04-01,11,1524
1004436,2603,2017-04-01,11,163
1004437,2506,2017-04-01,15,628509
1004438,2307,2017-04-01,22,3262
1004439,2403,2017-04-01,21,264
1004440,2310,2017-04-01,13,20016
1004441,2507,2017-04-01,15,311329
1004442,2304,2017-04-01,12,3347
1004443,2403,2017-04-01,22,615
1004444,2402,2017-04-01,21,73141
1004445,2606,2017-04-01,13,47
1004446,2305,2017-04-01,12,1788
1004447,2602,2017-04-01,14,89960
1004448,2304,2017-04-01,19,341
1004449,2604,2017-04-01,18,224
1004450,2404,2017-04-01,15,27642
1004451,2503,2017-04-01,15,360424
1004452,2606,2017-04-01,20,34
1004453,2307,2017-04-01,20,981
1004454,2603,2017-04-01,13,7200
1004455,2505,2017-04-01,20,3487
1004456,2503,2017-04-01,14,649443
1004457,2608,2017-04-01,22,2838
1004458,2303,2017-04-01,13,75069
1004459,2604,2017-04-01,16,2851
1004460,2403,2017-04-01,14,124650
1004461,2402,2017-04-01,11,16320
1004462,2406,2017-04-01,21,362
1004463,2608,2017-04-01,13,216431
1004464,2303,2017-04-01,14,480909
1004465,2506,2017-04-01,22,72884
1004466,2309,2017-04-01,22,4175
1004467,2504,2017-04-01,14,1960771
1004468,2310,2017-04-01,12,31
1004469,2305,2017-04-01,20,24535
1004470,2303,2017-04-01,16,14617
1004471,2309,2017-04-01,14,239252
1004472,2606,2017-04-01,15,2090
1004473,2301,2017-04-01,20,12926
1004474,2307,2017-04-01,15,35183
1004475,2305,2017-04-01,22,49076
1004476,2304,2017-04-01,11,72675
1004477,2602,2017-04-01,15,34412
1004478,2604,2017-04-01,15,317202
1004479,2408,2017-04-01,21,10446
1004480,2305,2017-04-01,14,842127
1004481,2507,2017-04-01,20,25851
1004482,2302,2017-04-01,13,13858
1004483,2506,2017-04-01,13,285135
1004484,2604,2017-04-01,13,297155
1004485,2608,2017-04-01,15,238642
1004486,2603,2017-04-01,20,365
1004487,2408,2017-04-01,22,8723
1004488,2602,2017-04-01,13,3347
1004489,2603,2017-04-01,21,320
1004490,2302,2017-04-01,15,134752
1004491,2301,2017-04-01,14,868605
1004492,2304,2017-04-01,17,19053
1004493,2305,2017-04-01,13,184478
1004494,2608,2017-04-01,11,22
1004495,2604,2017-04-01,12,880
1004496,2303,2017-04-01,12,125
1004497,2601,2017-04-01,22,2405
1004498,2602,2017-04-01,22,11
1004499,2402,2017-04-01,22,62176
1004500,2310,2017-04-01,15,68176
1004501,2301,2017-04-01,22,17092
1004502,2603,2017-04-01,15,25944
1004503,2310,2017-04-01,20,775
1004504,2505,2017-04-01,15,85272
1004505,2403,2017-04-01,13,4825
1004506,2408,2017-04-01,13,13353
1004507,2507,2017-04-01,14,601932
1004508,2603,2017-04-01,14,44562
1004509,2507,2017-04-01,13,26198
1004510,2601,2017-04-01,11,2283
1004511,2303,2017-04-01,19,280
1004512,2307,2017-04-01,14,71233
1004513,2408,2017-04-01,15,53179
1004514,2502,2017-04-01,14,103000
1004515,2507,2017-04-01,22,27931
1004516,2303,2017-04-01,17,13754
1004517,2302,2017-04-01,22,5731
1004518,2602,2017-04-01,20,1
1004519,2304,2017-04-01,22,170729
1004520,2302,2017-04-01,21,8940
1004521,2402,2017-04-01,16,5090
1004522,2403,2017-04-01,12,51
1004523,2402,2017-04-01,19,123
1004524,2504,2017-04-01,12,3087
1004525,2301,2017-04-01,17,1010
1004526,2403,2017-04-01,11,505
1004527,2504,2017-04-01,13,680433
1004528,2402,2017-04-01,17,3994
1004529,2507,2017-04-01,16,573
1004530,2310,2017-04-01,21,436
1004531,2606,2017-04-01,21,19
1004532,2506,2017-04-01,20,20897
1004533,2404,2017-04-01,22,23
1004534,2604,2017-04-01,14,655099
1004535,2310,2017-04-01,14,131450
1004536,2504,2017-04-01,11,6019
1004537,2406,2017-04-01,20,215
1004538,2503,2017-04-01,13,351820
1004539,2309,2017-04-01,13,72807
1004540,2502,2017-04-01,13,70051
1004541,2507,2017-04-01,21,32323
1004542,2603,2017-04-01,22,296
1004543,2406,2017-04-01,13,22836
1004544,2301,2017-04-01,15,414402
1004545,2304,2017-04-01,21,124564
1004546,2601,2017-04-01,20,1538
1004547,2309,2017-04-01,21,4205
1004548,2307,2017-04-01,21,6530
1004549,2505,2017-04-01,14,169162
1004550,2304,2017-04-01,13,241652
1004551,2608,2017-04-01,14,454200
1004552,2303,2017-04-01,22,12778
1004553,2406,2017-04-01,15,33241
1004554,2602,2017-04-01,12,37
1004555,2604,2017-04-01,22,37226
1004556,2303,2017-04-01,20,7463
1004557,2506,2017-04-01,14,1134633
1004558,2601,2017-04-01,14,258646
1004559,2507,2017-04-01,18,18
1004560,2302,2017-04-01,14,281818
1004561,2506,2017-04-01,16,448
1004562,2303,2017-04-01,11,2900
1004563,2608,2017-04-01,20,1806
1004564,2310,2017-04-01,22,606
1004565,2301,2017-04-01,21,21292
1004566,2305,2017-04-01,21,74747
1004567,2302,2017-04-01,20,2020
1004568,2301,2017-04-01,19,64
1004569,2602,2017-04-01,21,10
1004570,2506,2017-04-01,18,38
1004571,2406,2017-04-01,14,60852
1004572,2402,2017-04-01,20,50258
1004573,2608,2017-04-01,12,22
1004574,2604,2017-04-01,11,16703
1004575,2404,2017-04-01,20,23
1004576,2608,2017-04-01,21,4253
1004577,2606,2017-04-01,14,4099
1004578,2303,2017-04-01,15,229870
1004579,2310,2017-04-01,11,596
1004580,2504,2017-04-01,15,1114543
1004581,2408,2017-04-01,20,7692
1004582,2404,2017-04-01,13,3253
1004583,2506,2017-04-01,11,5350
1004584,2507,2017-04-01,12,228
1004585,2406,2017-04-01,22,289
1004586,2506,2017-04-01,19,40
1004587,2307,2017-04-01,13,2896
1004588,2506,2017-04-01,21,51987
1004589,2406,2017-04-01,12,127
1004590,2505,2017-04-01,21,5845
1004591,2301,2017-04-01,11,3752
1004592,2304,2017-04-01,15,419538
1004593,2402,2017-04-01,15,1062709
1004594,2601,2017-04-01,15,136714
1004595,2506,2017-04-01,12,3123
1004596,2507,2017-04-01,19,18
1004597,2601,2017-04-01,12,225
1004598,2402,2017-04-01,14,1826408
1004599,2604,2017-04-01,19,60
1004600,2304,2017-04-01,20,46333
1004601,2507,2017-04-01,11,9120
1004602,2603,2017-04-01,12,4
1004603,2604,2017-04-01,17,3313
1004604,2402,2017-04-01,12,1283
1004605,2604,2017-04-01,20,9638
1004606,2604,2017-04-01,21,65548
1004607,2304,2017-04-01,16,15667
1004608,2408,2017-04-01,12,25
1004609,2402,2017-04-01,13,604616
1004610,2402,2017-04-01,18,1100
1004611,2502,2017-04-01,15,50435
1004612,2505,2017-04-01,13,62603
1004613,2403,2017-04-01,20,351
1004614,2301,2017-04-01,12,556
1004615,2309,2017-04-01,20,4459
1004616,2309,2017-04-01,15,106406
1004617,2507,2017-04-01,17,3
1004618,2601,2017-04-01,13,83411
1004619,2304,2017-04-01,14,906578
1004620,2404,2017-04-01,14,56773
1004621,2305,2017-04-01,11,21964
1004622,2408,2017-04-01,11,315
1004623,2602,2017-04-01,11,199
1004624,2601,2017-04-01,21,3243
1004625,2408,2017-04-01,14,119132
1004626,2305,2017-04-01,15,390194
1004627,2503,2017-03-01,15,378483
1004628,2608,2017-03-01,20,828
1004629,2301,2017-03-01,22,20081
1004630,2603,2017-03-01,11,127
1004631,2310,2017-03-01,20,629
1004632,2402,2017-03-01,20,29527
1004633,2604,2017-03-01,17,3378
1004634,2304,2017-03-01,20,53046
1004635,2608,2017-03-01,13,284022
1004636,2303,2017-03-01,13,69864
1004637,2507,2017-03-01,21,20238
1004638,2604,2017-03-01,14,626873
1004639,2307,2017-03-01,22,3672
1004640,2507,2017-03-01,14,624233
1004641,2310,2017-03-01,15,68842
1004642,2602,2017-03-01,22,13
1004643,2402,2017-03-01,13,572458
1004644,2307,2017-03-01,15,35755
1004645,2602,2017-03-01,13,3400
1004646,2302,2017-03-01,20,1422
1004647,2603,2017-03-01,14,41043
1004648,2507,2017-03-01,18,22
1004649,2601,2017-03-01,13,85860
1004650,2608,2017-03-01,15,273281
1004651,2305,2017-03-01,12,1654
1004652,2502,2017-03-01,14,106511
1004653,2303,2017-03-01,12,114
1004654,2505,2017-03-01,22,5043
1004655,2301,2017-03-01,17,902
1004656,2603,2017-03-01,22,340
1004657,2507,2017-03-01,15,341446
1004658,2604,2017-03-01,22,36303
1004659,2303,2017-03-01,20,3351
1004660,2310,2017-03-01,21,79
1004661,2301,2017-03-01,21,12567
1004662,2504,2017-03-01,11,4917
1004663,2606,2017-03-01,13,39
1004664,2402,2017-03-01,18,585
1004665,2506,2017-03-01,19,48
1004666,2309,2017-03-01,15,108769
1004667,2309,2017-03-01,22,5888
1004668,2608,2017-03-01,22,4464
1004669,2302,2017-03-01,13,13784
1004670,2604,2017-03-01,11,15391
1004671,2305,2017-03-01,15,391535
1004672,2506,2017-03-01,14,1084979
1004673,2506,2017-03-01,13,276202
1004674,2402,2017-03-01,19,125
1004675,2601,2017-03-01,21,2115
1004676,2406,2017-03-01,13,19498
1004677,2603,2017-03-01,21,163
1004678,2507,2017-03-01,20,13916
1004679,2303,2017-03-01,17,15513
1004680,2303,2017-03-01,11,2302
1004681,2601,2017-03-01,11,1975
1004682,2506,2017-03-01,18,44
1004683,2402,2017-03-01,11,13174
1004684,2305,2017-03-01,22,56815
1004685,2301,2017-03-01,11,3438
1004686,2404,2017-03-01,14,52526
1004687,2602,2017-03-01,14,104947
1004688,2305,2017-03-01,11,19560
1004689,2307,2017-03-01,14,69127
1004690,2302,2017-03-01,14,275476
1004691,2301,2017-03-01,14,858115
1004692,2304,2017-03-01,19,369
1004693,2301,2017-03-01,13,236982
1004694,2302,2017-03-01,22,6798
1004695,2304,2017-03-01,13,277206
1004696,2301,2017-03-01,19,61
1004697,2406,2017-03-01,15,34039
1004698,2406,2017-03-01,20,135
1004699,2504,2017-03-01,15,1161576
1004700,2506,2017-03-01,21,49552
1004701,2305,2017-03-01,13,182662
1004702,2505,2017-03-01,11,15
1004703,2603,2017-03-01,13,6320
1004704,2403,2017-03-01,14,121214
1004705,2503,2017-03-01,14,658768
1004706,2504,2017-03-01,14,1975085
1004707,2404,2017-03-01,13,3003
1004708,2307,2017-03-01,13,5294
1004709,2608,2017-03-01,12,29
1004710,2604,2017-03-01,19,60
1004711,2606,2017-03-01,15,2029
1004712,2404,2017-03-01,22,26
1004713,2304,2017-03-01,12,3341
1004714,2408,2017-03-01,11,205
1004715,2309,2017-03-01,20,3393
1004716,2403,2017-03-01,15,58826
1004717,2603,2017-03-01,15,21007
1004718,2402,2017-03-01,12,1292
1004719,2604,2017-03-01,18,260
1004720,2304,2017-03-01,16,16063
1004721,2507,2017-03-01,19,23
1004722,2408,2017-03-01,13,7380
1004723,2507,2017-03-01,16,539
1004724,2408,2017-03-01,12,24
1004725,2403,2017-03-01,21,350
1004726,2507,2017-03-01,13,19279
1004727,2506,2017-03-01,12,3133
1004728,2310,2017-03-01,12,32
1004729,2507,2017-03-01,12,234
1004730,2604,2017-03-01,13,287742
1004731,2403,2017-03-01,13,3839
1004732,2406,2017-03-01,21,271
1004733,2307,2017-03-01,21,3074
1004734,2303,2017-03-01,14,464095
1004735,2406,2017-03-01,11,1130
1004736,2601,2017-03-01,22,2836
1004737,2310,2017-03-01,11,715
1004738,2408,2017-03-01,20,4388
1004739,2603,2017-03-01,20,178
1004740,2604,2017-03-01,12,3539
1004741,2403,2017-03-01,12,43
1004742,2602,2017-03-01,11,265
1004743,2303,2017-03-01,15,231183
1004744,2402,2017-03-01,15,1097798
1004745,2402,2017-03-01,16,4800
1004746,2305,2017-03-01,21,43166
1004747,2302,2017-03-01,21,5380
1004748,2304,2017-03-01,15,415849
1004749,2402,2017-03-01,22,70425
1004750,2309,2017-03-01,14,244628
1004751,2602,2017-03-01,15,38872
1004752,2408,2017-03-01,22,10105
1004753,2507,2017-03-01,11,9720
1004754,2506,2017-03-01,11,5343
1004755,2406,2017-03-01,12,100
1004756,2603,2017-03-01,12,3
1004757,2606,2017-03-01,14,3914
1004758,2309,2017-03-01,21,3174
1004759,2506,2017-03-01,15,1076991
1004760,2602,2017-03-01,21,13
1004761,2505,2017-03-01,13,62053
1004762,2505,2017-03-01,14,167637
1004763,2410,2017-03-01,13,3387
1004764,2604,2017-03-01,21,32454
1004765,2505,2017-03-01,20,2201
1004766,2307,2017-03-01,20,813
1004767,2402,2017-03-01,21,40977
1004768,2604,2017-03-01,16,2726
1004769,2310,2017-03-01,22,709
1004770,2403,2017-03-01,22,712
1004771,2506,2017-03-01,22,70685
1004772,2305,2017-03-01,20,13748
1004773,2304,2017-03-01,14,834059
1004774,2608,2017-03-01,21,3677
1004775,2304,2017-03-01,22,194241
1004776,2310,2017-03-01,13,18859
1004777,2301,2017-03-01,16,6724
1004778,2304,2017-03-01,11,60329
1004779,2404,2017-03-01,21,0
1004780,2402,2017-03-01,17,4234
1004781,2506,2017-03-01,20,21127
1004782,2601,2017-03-01,20,720
1004783,2402,2017-03-01,14,1808083
1004784,2504,2017-03-01,12,2516
1004785,2303,2017-03-01,19,291
1004786,2304,2017-03-01,21,141445
1004787,2608,2017-03-01,14,471608
1004788,2404,2017-03-01,20,26
1004789,2303,2017-03-01,16,14547
1004790,2309,2017-03-01,13,111080
1004791,2403,2017-03-01,11,456
1004792,2503,2017-03-01,13,359463
1004793,2301,2017-03-01,12,569
1004794,2403,2017-03-01,20,362
1004795,2408,2017-03-01,21,5804
1004796,2304,2017-03-01,17,20207
1004797,2604,2017-03-01,20,4174
1004798,2305,2017-03-01,14,793534
1004799,2302,2017-03-01,15,134619
1004800,2310,2017-03-01,14,128406
1004801,2505,2017-03-01,21,2993
1004802,2504,2017-03-01,13,665592
1004803,2303,2017-03-01,21,11562
1004804,2408,2017-03-01,15,49120
1004805,2408,2017-03-01,14,102118
1004806,2406,2017-03-01,22,406
1004807,2507,2017-03-01,22,33090
1004808,2602,2017-03-01,20,0
1004809,2303,2017-03-01,22,14900
1004810,2601,2017-03-01,14,261116
1004811,2502,2017-03-01,13,118178
1004812,2601,2017-03-01,12,220
1004813,2301,2017-03-01,15,421481
1004814,2301,2017-03-01,20,7541
1004815,2604,2017-03-01,15,324965
1004816,2406,2017-03-01,14,60110
1004817,2502,2017-03-01,15,53691
1004818,2506,2017-03-01,16,563
1004819,2601,2017-03-01,15,147274
1004820,2602,2017-03-01,12,49
1004821,2507,2017-03-01,17,0
1004822,2608,2017-03-01,11,29
1004823,2505,2017-03-01,12,1
1004824,2505,2017-03-01,15,86897
1004825,2404,2017-03-01,15,26225
1004826,2303,2017-02-01,13,61504
1004827,2301,2017-02-01,19,62
1004828,2304,2017-02-01,11,45399
1004829,2604,2017-02-01,22,30901
1004830,2505,2017-02-01,15,74999
1004831,2507,2017-02-01,18,20
1004832,2404,2017-02-01,13,2741
1004833,2403,2017-02-01,11,475
1004834,2507,2017-02-01,17,8
1004835,2402,2017-02-01,14,1562578
1004836,2305,2017-02-01,22,49242
1004837,2507,2017-02-01,20,12263
1004838,2304,2017-02-01,12,2842
1004839,2506,2017-02-01,19,32
1004840,2402,2017-02-01,17,3892
1004841,2604,2017-02-01,16,2234
1004842,2304,2017-02-01,20,46727
1004843,2408,2017-02-01,14,77221
1004844,2604,2017-02-01,11,11286
1004845,2305,2017-02-01,11,17741
1004846,2602,2017-02-01,14,49467
1004847,2608,2017-02-01,13,252468
1004848,2506,2017-02-01,12,2081
1004849,2404,2017-02-01,21,0
1004850,2502,2017-02-01,13,111803
1004851,2604,2017-02-01,13,247262
1004852,2304,2017-02-01,21,121647
1004853,2602,2017-02-01,21,15
1004854,2602,2017-02-01,20,1
1004855,2505,2017-02-01,20,1812
1004856,2606,2017-02-01,13,30
1004857,2502,2017-02-01,14,94095
1004858,2305,2017-02-01,13,160532
1004859,2408,2017-02-01,22,8684
1004860,2507,2017-02-01,21,17588
1004861,2505,2017-02-01,14,142673
1004862,2303,2017-02-01,14,399543
1004863,2301,2017-02-01,20,6536
1004864,2601,2017-02-01,15,128147
1004865,2309,2017-02-01,21,2648
1004866,2307,2017-02-01,13,5269
1004867,2305,2017-02-01,15,341552
1004868,2603,2017-02-01,15,22121
1004869,2504,2017-02-01,11,3739
1004870,2402,2017-02-01,20,25330
1004871,2604,2017-02-01,18,204
1004872,2402,2017-02-01,12,1244
1004873,2504,2017-02-01,14,1676754
1004874,2406,2017-02-01,22,381
1004875,2310,2017-02-01,15,68776
1004876,2406,2017-02-01,21,307
1004877,2408,2017-02-01,11,159
1004878,2505,2017-02-01,12,0
1004879,2603,2017-02-01,12,1
1004880,2503,2017-02-01,13,312758
1004881,2304,2017-02-01,15,368519
1004882,2301,2017-02-01,16,6872
1004883,2301,2017-02-01,11,2640
1004884,2309,2017-02-01,14,210067
1004885,2304,2017-02-01,14,729283
1004886,2603,2017-02-01,11,37
1004887,2403,2017-02-01,13,4104
1004888,2410,2017-02-01,13,1896
1004889,2608,2017-02-01,22,3769
1004890,2305,2017-02-01,14,696371
1004891,2502,2017-02-01,15,46987
1004892,2406,2017-02-01,12,84
1004893,2505,2017-02-01,21,2512
1004894,2309,2017-02-01,20,2666
1004895,2601,2017-02-01,21,1970
1004896,2601,2017-02-01,13,41694
1004897,2303,2017-02-01,22,13152
1004898,2303,2017-02-01,21,10137
1004899,2403,2017-02-01,22,595
1004900,2601,2017-02-01,20,672
1004901,2406,2017-02-01,13,19967
1004902,2402,2017-02-01,16,3476
1004903,2604,2017-02-01,21,27843
1004904,2302,2017-02-01,14,233685
1004905,2506,2017-02-01,20,20550
1004906,2305,2017-02-01,12,1580
1004907,2505,2017-02-01,13,51240
1004908,2603,2017-02-01,14,36222
1004909,2606,2017-02-01,15,1785
1004910,2307,2017-02-01,20,705
1004911,2506,2017-02-01,16,397
1004912,2507,2017-02-01,12,204
1004913,2404,2017-02-01,22,29
1004914,2307,2017-02-01,14,63514
1004915,2408,2017-02-01,15,38135
1004916,2302,2017-02-01,20,1240
1004917,2310,2017-02-01,22,602
1004918,2310,2017-02-01,11,364
1004919,2304,2017-02-01,17,18616
1004920,2301,2017-02-01,17,573
1004921,2603,2017-02-01,20,131
1004922,2406,2017-02-01,20,74
1004923,2505,2017-02-01,11,0
1004924,2402,2017-02-01,19,115
1004925,2604,2017-02-01,19,48
1004926,2307,2017-02-01,21,2369
1004927,2604,2017-02-01,20,3141
1004928,2404,2017-02-01,15,22715
1004929,2602,2017-02-01,11,172
1004930,2403,2017-02-01,12,45
1004931,2506,2017-02-01,18,32
1004932,2507,2017-02-01,15,308353
1004933,2503,2017-02-01,15,332865
1004934,2402,2017-02-01,22,60174
1004935,2406,2017-02-01,11,1008
1004936,2305,2017-02-01,21,37468
1004937,2503,2017-02-01,14,584737
1004938,2402,2017-02-01,11,10641
1004939,2403,2017-02-01,20,313
1004940,2304,2017-02-01,22,168157
1004941,2604,2017-02-01,14,533061
1004942,2603,2017-02-01,13,6132
1004943,2402,2017-02-01,18,565
1004944,2310,2017-02-01,20,535
1004945,2302,2017-02-01,15,116606
1004946,2608,2017-02-01,20,667
1004947,2504,2017-02-01,15,991912
1004948,2310,2017-02-01,21,68
1004949,2303,2017-02-01,17,13148
1004950,2603,2017-02-01,21,148
1004951,2608,2017-02-01,11,24
1004952,2408,2017-02-01,20,3906
1004953,2506,2017-02-01,11,2647
1004954,2608,2017-02-01,15,254551
1004955,2601,2017-02-01,22,2642
1004956,2506,2017-02-01,21,45696
1004957,2408,2017-02-01,13,6744
1004958,2402,2017-02-01,21,34902
1004959,2505,2017-02-01,22,4174
1004960,2506,2017-02-01,15,547481
1004961,2403,2017-02-01,14,98876
1004962,2402,2017-02-01,15,963659
1004963,2406,2017-02-01,15,26071
1004964,2303,2017-02-01,12,81
1004965,2601,2017-02-01,14,229599
1004966,2601,2017-02-01,11,1833
1004967,2304,2017-02-01,19,324
1004968,2303,2017-02-01,19,239
1004969,2307,2017-02-01,15,32372
1004970,2404,2017-02-01,20,29
1004971,2402,2017-02-01,13,496048
1004972,2504,2017-02-01,12,2314
1004973,2504,2017-02-01,13,547217
1004974,2608,2017-02-01,21,3126
1004975,2602,2017-02-01,22,16
1004976,2301,2017-02-01,13,199236
1004977,2301,2017-02-01,15,363986
1004978,2309,2017-02-01,15,94324
1004979,2309,2017-02-01,13,101280
1004980,2303,2017-02-01,20,3021
1004981,2406,2017-02-01,14,52048
1004982,2304,2017-02-01,16,13427
1004983,2602,2017-02-01,15,22567
1004984,2302,2017-02-01,22,5850
1004985,2403,2017-02-01,21,282
1004986,2602,2017-02-01,12,32
1004987,2301,2017-02-01,22,17594
1004988,2507,2017-02-01,14,568585
1004989,2601,2017-02-01,12,204
1004990,2507,2017-02-01,16,378
1004991,2310,2017-02-01,13,18859
1004992,2403,2017-02-01,15,49243
1004993,2404,2017-02-01,14,45377
1004994,2507,2017-02-01,22,28810
1004995,2305,2017-02-01,20,11846
1004996,2310,2017-02-01,12,28
1004997,2303,2017-02-01,16,12323
1004998,2303,2017-02-01,11,162
1004999,2310,2017-02-01,14,116521
1005000,2603,2017-02-01,22,279
1005001,2304,2017-02-01,13,245510
1005002,2301,2017-02-01,21,11076
1005003,2307,2017-02-01,22,2951
1005004,2507,2017-02-01,11,8160
1005005,2303,2017-02-01,15,202115
1005006,2608,2017-02-01,14,431106
1005007,2606,2017-02-01,14,3252
1005008,2602,2017-02-01,13,2628
1005009,2506,2017-02-01,13,228510
1005010,2309,2017-02-01,22,4872
1005011,2408,2017-02-01,12,13
1005012,2301,2017-02-01,14,742594
1005013,2408,2017-02-01,21,4845
1005014,2506,2017-02-01,14,942925
1005015,2301,2017-02-01,12,492
1005016,2302,2017-02-01,13,13407
1005017,2604,2017-02-01,17,2238
1005018,2604,2017-02-01,15,279927
1005019,2507,2017-02-01,13,16368
1005020,2507,2017-02-01,19,20
1005021,2506,2017-02-01,22,66246
1005022,2302,2017-02-01,21,4611
1005023,2608,2017-02-01,12,24
1005024,2604,2017-02-01,12,757
1005025,2506,2017-01-01,18,40
1005026,2506,2017-01-01,16,548
1005027,2602,2017-01-01,21,14
1005028,2402,2017-01-01,14,1733714
1005029,2301,2017-01-01,22,17906
1005030,2604,2017-01-01,15,303367
1005031,2502,2017-01-01,13,108695
1005032,2507,2017-01-01,12,225
1005033,2309,2017-01-01,20,2868
1005034,2307,2017-01-01,15,32097
1005035,2309,2017-01-01,22,4674
1005036,2506,2017-01-01,14,1074451
1005037,2304,2017-01-01,11,56794
1005038,2505,2017-01-01,12,2
1005039,2404,2017-01-01,15,26440
1005040,2603,2017-01-01,15,24152
1005041,2601,2017-01-01,11,2118
1005042,2303,2017-01-01,12,136
1005043,2309,2017-01-01,13,95177
1005044,2303,2017-01-01,21,10420
1005045,2403,2017-01-01,12,55
1005046,2505,2017-01-01,22,4038
1005047,2408,2017-01-01,15,50796
1005048,2309,2017-01-01,15,103692
1005049,2304,2017-01-01,15,427538
1005050,2504,2017-01-01,15,1076455
1005051,2302,2017-01-01,13,15985
1005052,2604,2017-01-01,17,2581
1005053,2507,2017-01-01,19,20
1005054,2608,2017-01-01,20,713
1005055,2507,2017-01-01,18,20
1005056,2601,2017-01-01,13,60222
1005057,2502,2017-01-01,14,101673
1005058,2506,2017-01-01,21,46104
1005059,2402,2017-01-01,16,2929
1005060,2406,2017-01-01,21,980
1005061,2304,2017-01-01,21,120354
1005062,2505,2017-01-01,11,24
1005063,2307,2017-01-01,20,752
1005064,2301,2017-01-01,14,820178
1005065,2402,2017-01-01,21,34767
1005066,2402,2017-01-01,13,538250
1005067,2604,2017-01-01,18,184
1005068,2301,2017-01-01,17,750
1005069,2403,2017-01-01,13,4505
1005070,2310,2017-01-01,12,67
1005071,2506,2017-01-01,22,69941
1005072,2608,2017-01-01,11,29
1005073,2310,2017-01-01,13,20698
1005074,2310,2017-01-01,20,523
1005075,2504,2017-01-01,13,594393
1005076,2506,2017-01-01,13,247830
1005077,2402,2017-01-01,18,500
