Primary_Key,Port_Code,Date,Measure_Code,Value
1007903,2303,2016-02-01,14,411199
1007904,2608,2016-02-01,11,2
1007905,2507,2016-02-01,15,303402
1007906,2601,2016-02-01,20,962
1007907,2602,2016-02-01,16,0
1007908,2304,2016-02-01,13,277023
1007909,2404,2016-02-01,16,0
1007910,2603,2016-02-01,20,117
1007911,2503,2016-02-01,14,626941
1007912,2503,2016-02-01,22,0
1007913,2404,2016-02-01,17,0
1007914,2608,2016-02-01,20,940
1007915,2307,2016-02-01,20,159
1007916,2404,2016-02-01,11,0
1007917,2301,2016-02-01,11,2901
1007918,2503,2016-02-01,16,0
1007919,2402,2016-02-01,15,976014
1007920,2402,2016-02-01,22,59513
1007921,2304,2016-02-01,12,2830
1007922,2404,2016-02-01,18,0
1007923,2506,2016-02-01,22,65267
1007924,2506,2016-02-01,16,294
1007925,2606,2016-02-01,22,0
1007926,2301,2016-02-01,13,195074
1007927,2305,2016-02-01,18,0
1007928,2303,2016-02-01,13,66559
1007929,2305,2016-02-01,14,688130
1007930,2301,2016-02-01,22,17811
1007931,2304,2016-02-01,15,416172
1007932,2302,2016-02-01,15,117159
1007933,2402,2016-02-01,21,31769
1007934,2304,2016-02-01,17,20186
1007935,2504,2016-02-01,21,0
1007936,2309,2016-02-01,16,0
1007937,2506,2016-02-01,12,1973
1007938,2410,2016-02-01,18,0
1007939,2602,2016-02-01,11,206
1007940,2502,2016-02-01,13,125139
1007941,2505,2016-02-01,12,2
1007942,2310,2016-02-01,20,220
1007943,2304,2016-02-01,11,60914
1007944,2606,2016-02-01,15,1637
1007945,2604,2016-02-01,12,723
1007946,2502,2016-02-01,19,0
1007947,2507,2016-02-01,20,12125
1007948,2503,2016-02-01,12,0
1007949,2603,2016-02-01,13,6402
1007950,2403,2016-02-01,17,0
1007951,2502,2016-02-01,21,0
1007952,2307,2016-02-01,13,5905
1007953,2604,2016-02-01,22,33141
1007954,2403,2016-02-01,12,32
1007955,2303,2016-02-01,16,12015
1007956,2503,2016-02-01,13,361101
1007957,2403,2016-02-01,20,345
1007958,2310,2016-02-01,19,0
1007959,2507,2016-02-01,11,9920
1007960,2302,2016-02-01,22,5834
1007961,2504,2016-02-01,20,0
1007962,2601,2016-02-01,22,2584
1007963,2302,2016-02-01,12,0
1007964,2404,2016-02-01,14,47905
1007965,2304,2016-02-01,14,825898
1007966,2602,2016-02-01,15,23837
1007967,2601,2016-02-01,16,0
1007968,2404,2016-02-01,21,0
1007969,2505,2016-02-01,11,14
1007970,2505,2016-02-01,19,0
1007971,2301,2016-02-01,17,1419
1007972,2410,2016-02-01,13,1068
1007973,2402,2016-02-01,18,595
1007974,2503,2016-02-01,11,0
1007975,2601,2016-02-01,13,63152
1007976,2310,2016-02-01,15,64511
1007977,2606,2016-02-01,18,0
1007978,2309,2016-02-01,14,213469
1007979,2305,2016-02-01,20,11720
1007980,2504,2016-02-01,11,19620
1007981,2403,2016-02-01,21,206
1007982,2507,2016-02-01,18,21
1007983,2403,2016-02-01,16,0
1007984,2506,2016-02-01,17,0
1007985,2505,2016-02-01,21,2902
1007986,2601,2016-02-01,18,0
1007987,2502,2016-02-01,12,0
1007988,2608,2016-02-01,18,0
1007989,2503,2016-02-01,15,347091
1007990,2502,2016-02-01,14,92850
1007991,2406,2016-02-01,17,0
1007992,2301,2016-02-01,15,360195
1007993,2503,2016-02-01,20,0
1007994,2304,2016-02-01,22,168075
1007995,2301,2016-02-01,14,696161
1007996,2301,2016-02-01,19,66
1007997,2310,2016-02-01,22,664
1007998,2406,2016-02-01,21,285
1007999,2604,2016-02-01,21,28131
1008000,2506,2016-02-01,15,598447
1008001,2310,2016-02-01,16,0
1008002,2301,2016-02-01,12,549
1008003,2602,2016-02-01,17,0
1008004,2603,2016-02-01,16,0
1008005,2404,2016-02-01,22,0
1008006,2305,2016-02-01,21,35876
1008007,2403,2016-02-01,14,100849
1008008,2302,2016-02-01,11,0
1008009,2408,2016-02-01,12,7
1008010,2606,2016-02-01,21,42
1008011,2310,2016-02-01,11,187
1008012,2505,2016-02-01,15,73132
1008013,2408,2016-02-01,14,78276
1008014,2506,2016-02-01,11,3773
1008015,2507,2016-02-01,14,539783
1008016,2303,2016-02-01,18,0
1008017,2303,2016-02-01,22,12680
1008018,2304,2016-02-01,18,0
1008019,2309,2016-02-01,19,0
1008020,2303,2016-02-01,19,244
1008021,2606,2016-02-01,12,0
1008022,2309,2016-02-01,13,100001
1008023,2604,2016-02-01,16,3004
1008024,2403,2016-02-01,19,0
1008025,2307,2016-02-01,14,65792
1008026,2503,2016-02-01,18,0
1008027,2310,2016-02-01,12,15
1008028,2402,2016-02-01,12,1304
1008029,2603,2016-02-01,22,259
1008030,2303,2016-02-01,15,216732
1008031,2504,2016-02-01,19,0
1008032,2402,2016-02-01,20,27775
1008033,2404,2016-02-01,15,23116
1008034,2507,2016-02-01,21,18575
1008035,2608,2016-02-01,22,3390
1008036,2404,2016-02-01,19,0
1008037,2410,2016-02-01,21,0
1008038,2602,2016-02-01,13,3122
1008039,2410,2016-02-01,19,0
1008040,2302,2016-02-01,16,0
1008041,2602,2016-02-01,21,0
1008042,2502,2016-02-01,18,0
1008043,2604,2016-02-01,18,262
1008044,2504,2016-02-01,18,0
1008045,2408,2016-02-01,21,5111
1008046,2310,2016-02-01,21,440
1008047,2410,2016-02-01,14,0
1008048,2505,2016-02-01,22,4355
1008049,2408,2016-02-01,19,0
1008050,2408,2016-02-01,22,8971
1008051,2404,2016-02-01,20,0
1008052,2603,2016-02-01,19,0
1008053,2406,2016-02-01,12,93
1008054,2507,2016-02-01,13,16192
1008055,2403,2016-02-01,13,3300
1008056,2301,2016-02-01,18,0
1008057,2302,2016-02-01,20,877
1008058,2602,2016-02-01,20,0
1008059,2302,2016-02-01,17,0
1008060,2309,2016-02-01,18,0
1008061,2305,2016-02-01,15,361309
1008062,2406,2016-02-01,14,53844
1008063,2507,2016-02-01,16,523
1008064,2309,2016-02-01,20,954
1008065,2304,2016-02-01,16,11421
1008066,2410,2016-02-01,15,0
1008067,2305,2016-02-01,11,19586
1008068,2307,2016-02-01,11,0
1008069,2406,2016-02-01,20,197
1008070,2303,2016-02-01,11,1198
1008071,2408,2016-02-01,16,0
1008072,2307,2016-02-01,18,0
1008073,2406,2016-02-01,15,32341
1008074,2505,2016-02-01,16,0
1008075,2307,2016-02-01,16,0
1008076,2408,2016-02-01,13,8586
1008077,2507,2016-02-01,22,29926
1008078,2602,2016-02-01,22,8
1008079,2403,2016-02-01,18,0
1008080,2305,2016-02-01,16,0
1008081,2310,2016-02-01,18,0
1008082,2502,2016-02-01,20,0
1008083,2301,2016-02-01,21,11171
1008084,2606,2016-02-01,17,0
1008085,2402,2016-02-01,13,521679
1008086,2603,2016-02-01,18,0
1008087,2604,2016-02-01,13,248401
1008088,2606,2016-02-01,14,2913
1008089,2608,2016-02-01,14,448474
1008090,2301,2016-02-01,16,5891
1008091,2307,2016-01-01,19,0
1008092,2406,2016-01-01,17,0
1008093,2606,2016-01-01,22,0
1008094,2302,2016-01-01,17,0
1008095,2604,2016-01-01,20,4427
1008096,2603,2016-01-01,17,0
1008097,2601,2016-01-01,20,925
1008098,2606,2016-01-01,16,0
1008099,2406,2016-01-01,11,1392
1008100,2503,2016-01-01,17,0
1008101,2604,2016-01-01,18,240
1008102,2604,2016-01-01,22,31066
1008103,2303,2016-01-01,15,252007
1008104,2606,2016-01-01,11,0
1008105,2307,2016-01-01,12,0
1008106,2606,2016-01-01,12,0
1008107,2301,2016-01-01,11,4423
1008108,2604,2016-01-01,15,276951
1008109,2507,2016-01-01,22,28080
1008110,2310,2016-01-01,21,344
1008111,2406,2016-01-01,21,465
1008112,2402,2016-01-01,12,1425
1008113,2504,2016-01-01,14,2029911
1008114,2410,2016-01-01,13,923
1008115,2404,2016-01-01,11,0
1008116,2310,2016-01-01,11,2158
1008117,2402,2016-01-01,15,1038423
1008118,2403,2016-01-01,16,0
1008119,2408,2016-01-01,12,1
1008120,2403,2016-01-01,17,0
1008121,2307,2016-01-01,16,0
1008122,2305,2016-01-01,13,199323
1008123,2503,2016-01-01,22,0
1008124,2503,2016-01-01,21,0
1008125,2408,2016-01-01,17,0
1008126,2404,2016-01-01,16,0
1008127,2403,2016-01-01,11,301
1008128,2302,2016-01-01,11,0
1008129,2309,2016-01-01,15,96372
1008130,2505,2016-01-01,12,8
1008131,2404,2016-01-01,13,2464
1008132,2603,2016-01-01,12,0
1008133,2301,2016-01-01,15,368964
1008134,2504,2016-01-01,13,531894
1008135,2507,2016-01-01,21,16712
1008136,2506,2016-01-01,13,254100
1008137,2408,2016-01-01,22,9230
1008138,2310,2016-01-01,22,553
1008139,2304,2016-01-01,11,89497
1008140,2602,2016-01-01,18,0
1008141,2505,2016-01-01,17,0
1008142,2402,2016-01-01,18,625
1008143,2304,2016-01-01,17,18479
1008144,2303,2016-01-01,20,4849
1008145,2307,2016-01-01,11,0
1008146,2408,2016-01-01,19,0
1008147,2602,2016-01-01,22,10
1008148,2302,2016-01-01,14,254748
1008149,2603,2016-01-01,14,41054
1008150,2606,2016-01-01,15,1861
1008151,2410,2016-01-01,18,0
1008152,2504,2016-01-01,19,0
1008153,2403,2016-01-01,14,119783
1008154,2403,2016-01-01,15,56076
1008155,2305,2016-01-01,15,386822
1008156,2408,2016-01-01,13,13499
1008157,2504,2016-01-01,20,0
1008158,2504,2016-01-01,12,3950
1008159,2507,2016-01-01,13,17685
1008160,2303,2016-01-01,17,12129
1008161,2404,2016-01-01,22,0
1008162,2410,2016-01-01,22,0
1008163,2305,2016-01-01,21,34482
1008164,2301,2016-01-01,22,16524
1008165,2307,2016-01-01,20,196
1008166,2502,2016-01-01,20,0
1008167,2304,2016-01-01,12,3545
1008168,2301,2016-01-01,18,0
1008169,2404,2016-01-01,21,0
1008170,2601,2016-01-01,15,125119
1008171,2402,2016-01-01,11,19474
1008172,2504,2016-01-01,16,0
1008173,2604,2016-01-01,12,819
1008174,2304,2016-01-01,19,288
1008175,2301,2016-01-01,16,5656
1008176,2603,2016-01-01,20,143
1008177,2608,2016-01-01,13,253175
1008178,2602,2016-01-01,21,0
1008179,2603,2016-01-01,21,120
1008180,2506,2016-01-01,14,1088923
1008181,2302,2016-01-01,22,5751
1008182,2410,2016-01-01,11,0
1008183,2406,2016-01-01,13,24898
1008184,2604,2016-01-01,16,2813
1008185,2601,2016-01-01,13,52686
1008186,2608,2016-01-01,12,12
1008187,2608,2016-01-01,21,1903
1008188,2309,2016-01-01,16,0
1008189,2402,2016-01-01,16,4817
1008190,2506,2016-01-01,17,0
1008191,2304,2016-01-01,21,115287
1008192,2603,2016-01-01,19,0
1008193,2309,2016-01-01,13,85093
1008194,2507,2016-01-01,16,474
1008195,2502,2016-01-01,19,0
1008196,2507,2016-01-01,20,12066
1008197,2406,2016-01-01,12,116
1008198,2503,2016-01-01,19,0
1008199,2503,2016-01-01,18,0
1008200,2302,2016-01-01,13,15235
1008201,2606,2016-01-01,18,0
1008202,2310,2016-01-01,13,20698
1008203,2503,2016-01-01,20,0
1008204,2309,2016-01-01,11,0
1008205,2406,2016-01-01,18,0
1008206,2608,2016-01-01,19,0
1008207,2602,2016-01-01,12,38
1008208,2608,2016-01-01,22,2904
1008209,2502,2016-01-01,12,0
1008210,2506,2016-01-01,11,8035
1008211,2304,2016-01-01,22,157642
1008212,2303,2016-01-01,16,12272
1008213,2303,2016-01-01,21,6854
1008214,2507,2016-01-01,17,82
1008215,2504,2016-01-01,17,0
1008216,2606,2016-01-01,13,64
1008217,2505,2016-01-01,20,1328
1008218,2602,2016-01-01,15,22145
1008219,2603,2016-01-01,16,0
1008220,2606,2016-01-01,14,3714
1008221,2307,2016-01-01,13,5179
1008222,2406,2016-01-01,16,0
1008223,2505,2016-01-01,22,3787
1008224,2402,2016-01-01,14,1715708
1008225,2502,2016-01-01,13,107932
1008226,2303,2016-01-01,13,69119
1008227,2604,2016-01-01,21,26977
1008228,2410,2016-01-01,20,0
1008229,2305,2016-01-01,19,0
1008230,2304,2016-01-01,13,279823
1008231,2602,2016-01-01,11,206
1008232,2502,2016-01-01,17,0
1008233,2305,2016-01-01,18,0
1008234,2606,2016-01-01,20,27
1008235,2502,2016-01-01,16,0
1008236,2309,2016-01-01,17,0
1008237,2304,2016-01-01,20,38516
1008238,2502,2016-01-01,14,96241
1008239,2601,2016-01-01,18,0
1008240,2504,2016-01-01,15,1142576
1008241,2302,2016-01-01,12,0
1008242,2303,2016-01-01,14,447014
1008243,2403,2016-01-01,13,6514
1008244,2403,2016-01-01,20,300
1008245,2601,2016-01-01,14,227617
1008246,2304,2016-01-01,16,12531
1008247,2606,2016-01-01,19,0
1008248,2603,2016-01-01,22,247
1008249,2307,2016-01-01,21,3151
1008250,2305,2016-01-01,14,780462
1008251,2410,2016-01-01,16,0
1008252,2309,2016-01-01,19,0
1008253,2506,2016-01-01,18,34
1008254,2502,2016-01-01,11,0
1008255,2309,2016-01-01,20,927
1008256,2310,2016-01-01,15,68263
1008257,2402,2016-01-01,21,32860
1008258,2608,2016-01-01,11,12
1008259,2604,2016-01-01,17,3712
1008260,2302,2016-01-01,18,0
1008261,2408,2016-01-01,18,0
1008262,2506,2016-01-01,16,220
1008263,2506,2016-01-01,21,48296
1008264,2302,2016-01-01,21,4556
1008265,2404,2016-01-01,15,23438
1008266,2507,2016-01-01,12,257
1008267,2305,2016-01-01,20,11567
1008268,2507,2016-01-01,19,19
1008269,2307,2016-01-01,22,2766
1008270,2601,2016-01-01,17,0
1008271,2310,2016-01-01,17,0
1008272,2503,2016-01-01,14,691456
1008273,2504,2016-01-01,22,0
1008274,2310,2016-01-01,18,0
1008275,2603,2016-01-01,13,6967
1008276,2305,2016-01-01,16,0
1008277,2506,2016-01-01,19,17
1008278,2505,2016-01-01,15,74772
1008279,2304,2016-01-01,15,456716
1008280,2608,2016-01-01,17,0
1008281,2506,2016-01-01,20,14628
1008282,2309,2016-01-01,22,2865
1008283,2404,2016-01-01,19,0
1008284,2309,2016-01-01,21,1935
1008285,2307,2016-01-01,17,0
1008286,2410,2016-01-01,12,0
1008287,2603,2016-01-01,15,24583
1008288,2404,2016-01-01,17,0
1008289,2601,2016-01-01,12,234
1008290,2507,2016-01-01,14,556207
1008291,2303,2016-01-01,11,2194
1008292,2603,2016-01-01,18,0
1008293,2410,2016-01-01,14,0
1008294,2406,2016-01-01,20,126
1008295,2404,2016-01-01,12,0
1008296,2503,2016-01-01,13,374171
1008297,2303,2016-01-01,18,0
1008298,2608,2016-01-01,14,473362
1008299,2309,2016-01-01,14,214565
1008300,2602,2016-01-01,16,0
1008301,2505,2016-01-01,13,46853
1008302,2503,2016-01-01,16,0
1008303,2608,2016-01-01,15,263855
1008304,2402,2016-01-01,17,3708
1008305,2410,2016-01-01,21,0
1008306,2601,2016-01-01,11,1737
1008307,2301,2016-01-01,12,600
1008308,2410,2016-01-01,15,0
1008309,2303,2016-01-01,12,84
1008310,2505,2016-01-01,19,0
1008311,2307,2016-01-01,15,34404
1008312,2410,2016-01-01,17,0
1008313,2502,2016-01-01,21,0
1008314,2507,2016-01-01,15,300838
1008315,2608,2016-01-01,16,0
1008316,2301,2016-01-01,20,5888
1008317,2502,2016-01-01,18,0
1008318,2406,2016-01-01,15,33056
1008319,2506,2016-01-01,22,62924
1008320,2604,2016-01-01,19,60
1008321,2406,2016-01-01,22,594
1008322,2606,2016-01-01,21,48
1008323,2403,2016-01-01,21,251
1008324,2402,2016-01-01,13,526933
1008325,2505,2016-01-01,21,2602
1008326,2410,2016-01-01,19,0
1008327,2402,2016-01-01,20,24810
1008328,2309,2016-01-01,12,0
1008329,2404,2016-01-01,14,49033
1008330,2604,2016-01-01,13,257247
1008331,2301,2016-01-01,17,707
1008332,2303,2016-01-01,19,253
1008333,2305,2016-01-01,17,0
1008334,2408,2016-01-01,21,5380
1008335,2505,2016-01-01,14,146662
1008336,2406,2016-01-01,14,57674
1008337,2608,2016-01-01,20,973
1008338,2403,2016-01-01,22,551
1008339,2506,2016-01-01,15,600562
1008340,2301,2016-01-01,21,10835
1008341,2606,2016-01-01,17,0
1008342,2307,2016-01-01,18,0
1008343,2502,2016-01-01,22,0
1008344,2310,2016-01-01,16,0
1008345,2507,2016-01-01,18,19
1008346,2304,2016-01-01,18,0
1008347,2503,2016-01-01,15,372198
1008348,2408,2016-01-01,15,43582
1008349,2302,2016-01-01,19,0
1008350,2406,2016-01-01,19,0
1008351,2505,2016-01-01,16,0
1008352,2504,2016-01-01,18,0
1008353,2504,2016-01-01,11,40770
1008354,2403,2016-01-01,18,0
1008355,2408,2016-01-01,11,6
1008356,2305,2016-01-01,12,2163
1008357,2503,2016-01-01,12,0
1008358,2408,2016-01-01,16,0
1008359,2303,2016-01-01,22,11782
1008360,2307,2016-01-01,14,68854
1008361,2302,2016-01-01,20,567
1008362,2604,2016-01-01,14,612954
1008363,2604,2016-01-01,11,16268
1008364,2408,2016-01-01,14,106817
1008365,2310,2016-01-01,12,64
1008366,2602,2016-01-01,13,3154
1008367,2602,2016-01-01,17,0
1008368,2301,2016-01-01,14,744170
1008369,2305,2016-01-01,11,26437
1008370,2408,2016-01-01,20,3665
1008371,2502,2016-01-01,15,46460
1008372,2503,2016-01-01,11,0
1008373,2601,2016-01-01,21,1326
1008374,2602,2016-01-01,20,0
1008375,2403,2016-01-01,12,35
1008376,2601,2016-01-01,16,0
1008377,2403,2016-01-01,19,0
1008378,2506,2016-01-01,12,2931
1008379,2603,2016-01-01,11,0
1008380,2505,2016-01-01,11,218
1008381,2302,2016-01-01,16,0
1008382,2310,2016-01-01,19,0
1008383,2505,2016-01-01,18,0
1008384,2601,2016-01-01,19,0
1008385,2608,2016-01-01,18,0
1008386,2310,2016-01-01,14,131745
1008387,2304,2016-01-01,14,1029135
1008388,2404,2016-01-01,20,0
1008389,2404,2016-01-01,18,0
1008390,2301,2016-01-01,13,182799
1008391,2601,2016-01-01,22,2441
1008392,2504,2016-01-01,21,0
1008393,2305,2016-01-01,22,46281
1008394,2402,2016-01-01,19,136
1008395,2309,2016-01-01,18,0
1008396,2507,2016-01-01,11,10280
1008397,2310,2016-01-01,20,202
1008398,2301,2016-01-01,19,63
1008399,2302,2016-01-01,15,121633
1008400,2602,2016-01-01,14,48364
1008401,2402,2016-01-01,22,57707
1008402,2602,2016-01-01,19,0
1008403,2606,2015-12-01,16,0
1008404,2506,2015-12-01,13,302835
1008405,2307,2015-12-01,21,2888
1008406,2603,2015-12-01,17,0
1008407,2603,2015-12-01,19,0
1008408,2404,2015-12-01,19,0
1008409,2503,2015-12-01,14,722935
1008410,2503,2015-12-01,11,0
1008411,2601,2015-12-01,19,0
1008412,2302,2015-12-01,14,265867
1008413,2505,2015-12-01,18,0
1008414,2502,2015-12-01,15,48465
1008415,2505,2015-12-01,15,76401
1008416,2305,2015-12-01,13,241787
1008417,2304,2015-12-01,20,40419
1008418,2305,2015-12-01,17,0
1008419,2601,2015-12-01,11,1504
1008420,2408,2015-12-01,13,24141
1008421,2503,2015-12-01,20,0
1008422,2309,2015-12-01,12,0
1008423,2406,2015-12-01,19,0
1008424,2404,2015-12-01,16,0
1008425,2507,2015-12-01,16,461
1008426,2506,2015-12-01,15,644009
1008427,2304,2015-12-01,17,19042
1008428,2304,2015-12-01,11,82652
1008429,2502,2015-12-01,22,0
1008430,2504,2015-12-01,13,548858
1008431,2602,2015-12-01,22,11
1008432,2601,2015-12-01,22,2450
1008433,2606,2015-12-01,17,0
1008434,2503,2015-12-01,15,388351
1008435,2404,2015-12-01,12,0
1008436,2502,2015-12-01,13,77781
1008437,2307,2015-12-01,16,0
1008438,2410,2015-12-01,21,0
1008439,2302,2015-12-01,11,0
1008440,2301,2015-12-01,19,66
1008441,2309,2015-12-01,18,0
1008442,2301,2015-12-01,16,5842
1008443,2307,2015-12-01,17,0
1008444,2303,2015-12-01,22,11296
1008445,2604,2015-12-01,18,236
1008446,2402,2015-12-01,14,1795630
1008447,2505,2015-12-01,20,1537
1008448,2506,2015-12-01,18,38
1008449,2506,2015-12-01,20,16039
1008450,2604,2015-12-01,13,320399
1008451,2507,2015-12-01,12,249
1008452,2602,2015-12-01,15,20224
1008453,2602,2015-12-01,17,0
1008454,2307,2015-12-01,20,205
1008455,2505,2015-12-01,19,0
1008456,2507,2015-12-01,13,37710
1008457,2603,2015-12-01,20,148
1008458,2303,2015-12-01,16,13001
1008459,2309,2015-12-01,21,1761
1008460,2403,2015-12-01,11,565
1008461,2310,2015-12-01,21,402
1008462,2608,2015-12-01,15,260827
1008463,2305,2015-12-01,15,424769
1008464,2301,2015-12-01,12,634
1008465,2305,2015-12-01,22,43590
1008466,2604,2015-12-01,22,27364
1008467,2505,2015-12-01,21,2560
1008468,2502,2015-12-01,18,0
1008469,2402,2015-12-01,21,29234
1008470,2404,2015-12-01,11,0
1008471,2608,2015-12-01,13,269056
1008472,2503,2015-12-01,17,0
1008473,2504,2015-12-01,19,0
1008474,2505,2015-12-01,16,0
1008475,2406,2015-12-01,17,0
1008476,2606,2015-12-01,14,3403
1008477,2301,2015-12-01,11,4124
1008478,2608,2015-12-01,12,11
1008479,2507,2015-12-01,15,329362
1008480,2302,2015-12-01,17,0
1008481,2303,2015-12-01,20,4707
1008482,2606,2015-12-01,19,0
1008483,2302,2015-12-01,15,132444
1008484,2507,2015-12-01,22,28121
1008485,2606,2015-12-01,13,66
1008486,2305,2015-12-01,18,0
1008487,2608,2015-12-01,16,0
1008488,2303,2015-12-01,13,97861
1008489,2408,2015-12-01,12,4
1008490,2403,2015-12-01,20,367
1008491,2410,2015-12-01,20,0
1008492,2606,2015-12-01,21,53
1008493,2604,2015-12-01,15,301521
1008494,2304,2015-12-01,13,339247
1008495,2310,2015-12-01,14,144039
1008496,2305,2015-12-01,20,12680
1008497,2603,2015-12-01,16,0
1008498,2406,2015-12-01,16,0
1008499,2410,2015-12-01,16,0
1008500,2502,2015-12-01,16,0
1008501,2307,2015-12-01,14,76814
1008502,2410,2015-12-01,14,0
1008503,2309,2015-12-01,17,0
1008504,2602,2015-12-01,16,0
1008505,2310,2015-12-01,12,54
1008506,2303,2015-12-01,18,0
1008507,2310,2015-12-01,15,73096
1008508,2304,2015-12-01,15,483722
1008509,2310,2015-12-01,16,0
1008510,2302,2015-12-01,20,686
1008511,2403,2015-12-01,22,697
1008512,2603,2015-12-01,13,6075
1008513,2305,2015-12-01,21,30912
1008514,2307,2015-12-01,15,39386
1008515,2406,2015-12-01,22,1791
1008516,2310,2015-12-01,18,0
1008517,2602,2015-12-01,20,0
1008518,2502,2015-12-01,17,0
1008519,2606,2015-12-01,18,0
1008520,2307,2015-12-01,18,0
1008521,2410,2015-12-01,12,0
1008522,2502,2015-12-01,12,0
1008523,2309,2015-12-01,16,0
1008524,2604,2015-12-01,14,685693
1008525,2406,2015-12-01,12,134
1008526,2307,2015-12-01,19,0
1008527,2408,2015-12-01,20,3700
1008528,2406,2015-12-01,15,37517
1008529,2507,2015-12-01,14,615024
1008530,2408,2015-12-01,17,0
1008531,2309,2015-12-01,20,845
1008532,2310,2015-12-01,20,203
1008533,2603,2015-12-01,18,0
1008534,2402,2015-12-01,11,18975
1008535,2503,2015-12-01,19,0
1008536,2307,2015-12-01,11,0
1008537,2304,2015-12-01,16,11357
1008538,2309,2015-12-01,22,2573
1008539,2305,2015-12-01,11,29223
1008540,2302,2015-12-01,16,0
1008541,2402,2015-12-01,22,56051
1008542,2402,2015-12-01,13,624412
1008543,2310,2015-12-01,13,24670
1008544,2303,2015-12-01,15,238609
1008545,2403,2015-12-01,14,116521
1008546,2309,2015-12-01,13,73759
1008547,2503,2015-12-01,16,0
1008548,2404,2015-12-01,18,0
1008549,2503,2015-12-01,18,0
1008550,2503,2015-12-01,13,422469
1008551,2310,2015-12-01,11,1470
1008552,2601,2015-12-01,13,78325
1008553,2601,2015-12-01,21,1318
1008554,2507,2015-12-01,11,9960
1008555,2310,2015-12-01,22,615
1008556,2502,2015-12-01,14,95656
1008557,2602,2015-12-01,13,4636
1008558,2502,2015-12-01,21,0
1008559,2307,2015-12-01,12,0
1008560,2601,2015-12-01,16,0
1008561,2603,2015-12-01,21,243
1008562,2406,2015-12-01,13,24356
1008563,2301,2015-12-01,20,5580
1008564,2309,2015-12-01,15,113434
1008565,2406,2015-12-01,21,1654
1008566,2606,2015-12-01,20,28
1008567,2505,2015-12-01,14,154136
1008568,2604,2015-12-01,19,59
1008569,2403,2015-12-01,19,0
1008570,2408,2015-12-01,11,43
1008571,2506,2015-12-01,22,66242
1008572,2506,2015-12-01,16,307
1008573,2608,2015-12-01,22,2778
1008574,2410,2015-12-01,18,0
1008575,2302,2015-12-01,22,5109
1008576,2603,2015-12-01,22,270
1008577,2408,2015-12-01,21,5324
1008578,2403,2015-12-01,13,6677
1008579,2504,2015-12-01,17,0
1008580,2406,2015-12-01,20,137
1008581,2403,2015-12-01,21,330
1008582,2408,2015-12-01,16,0
1008583,2604,2015-12-01,12,789
1008584,2404,2015-12-01,17,0
1008585,2604,2015-12-01,20,4769
1008586,2404,2015-12-01,21,0
1008587,2604,2015-12-01,17,3940
1008588,2402,2015-12-01,16,5743
1008589,2303,2015-12-01,11,2382
1008590,2603,2015-12-01,15,26863
1008591,2603,2015-12-01,14,48958
1008592,2410,2015-12-01,22,0
1008593,2507,2015-12-01,20,12915
1008594,2506,2015-12-01,11,7234
1008595,2504,2015-12-01,22,0
1008596,2403,2015-12-01,12,50
1008597,2604,2015-12-01,21,22591
1008598,2506,2015-12-01,19,19
1008599,2601,2015-12-01,20,1014
1008600,2408,2015-12-01,15,48859
1008601,2304,2015-12-01,14,1104774
1008602,2305,2015-12-01,16,0
1008603,2602,2015-12-01,21,0
1008604,2608,2015-12-01,17,0
1008605,2403,2015-12-01,15,54900
1008606,2506,2015-12-01,12,2814
1008607,2608,2015-12-01,18,0
1008608,2309,2015-12-01,11,0
1008609,2305,2015-12-01,19,0
1008610,2404,2015-12-01,13,2437
1008611,2603,2015-12-01,11,0
1008612,2504,2015-12-01,18,0
1008613,2506,2015-12-01,21,50203
1008614,2303,2015-12-01,17,11226
1008615,2608,2015-12-01,21,1648
1008616,2310,2015-12-01,17,0
1008617,2305,2015-12-01,12,3507
1008618,2602,2015-12-01,19,0
1008619,2301,2015-12-01,15,393426
1008620,2304,2015-12-01,22,159778
1008621,2608,2015-12-01,20,1019
1008622,2301,2015-12-01,18,0
1008623,2304,2015-12-01,19,297
1008624,2506,2015-12-01,14,1167474
1008625,2602,2015-12-01,11,270
1008626,2506,2015-12-01,17,0
1008627,2606,2015-12-01,11,0
1008628,2301,2015-12-01,21,9691
1008629,2606,2015-12-01,15,1831
1008630,2410,2015-12-01,13,1058
1008631,2410,2015-12-01,11,0
1008632,2504,2015-12-01,20,0
1008633,2303,2015-12-01,12,96
1008634,2503,2015-12-01,21,0
1008635,2404,2015-12-01,14,51966
1008636,2502,2015-12-01,11,0
1008637,2505,2015-12-01,11,141
1008638,2608,2015-12-01,11,11
1008639,2404,2015-12-01,22,0
1008640,2601,2015-12-01,18,0
1008641,2604,2015-12-01,16,2442
1008642,2410,2015-12-01,19,0
1008643,2403,2015-12-01,17,0
1008644,2303,2015-12-01,19,245
1008645,2504,2015-12-01,21,0
1008646,2502,2015-12-01,20,0
1008647,2504,2015-12-01,12,4848
1008648,2502,2015-12-01,19,0
1008649,2309,2015-12-01,19,0
1008650,2408,2015-12-01,19,0
1008651,2303,2015-12-01,21,6696
1008652,2301,2015-12-01,17,809
1008653,2402,2015-12-01,17,4241
1008654,2406,2015-12-01,11,1474
1008655,2402,2015-12-01,15,1046024
1008656,2507,2015-12-01,17,53
1008657,2302,2015-12-01,21,3892
1008658,2504,2015-12-01,15,1213695
